priority,report,source,reasons
P0,"00-books-result/Windows and Mirrors_ Interaction Design, Digital Art, and -- JAY DAVID BOLTER AN/B0839-Materiality-Writing-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/Windows and Mirrors_ Interaction Design, Digital Art, and -- JAY DAVID BOLTER AN/B0841-Windows-and-Mirrors-full-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/Windows and Mirrors_ Interaction Design, Digital Art, and -- JAY DAVID BOLTER AN/B0842-OCR-Preface-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/Windows and Mirrors_ Interaction Design, Digital Art, and -- JAY DAVID BOLTER AN/B0843-OCR-Contents-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,"00-books-result/Windows and Mirrors_ Interaction Design, Digital Art, and -- JAY DAVID BOLTER AN/B0844-OCR-Acknowledgments-Introduction-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,"00-books-result/Windows and Mirrors_ Interaction Design, Digital Art, and -- JAY DAVID BOLTER AN/B0845-OCR-Digital-Artifact-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,"00-books-result/Windows and Mirrors_ Interaction Design, Digital Art, and -- JAY DAVID BOLTER AN/B0846-OCR-References-Index-report.md",,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0848-Bloomsbury-Publication-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0854-October-Revolution-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P2:知识要素含噪声词:images"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0862-Greece-Bibliography-fragment-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0874-Neglected-Industrial-Design-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0876-Poland-Image-fragment-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0880-Arbeitnehmer-USSR-image-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0884-Meinl-Kaffee-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P2:知识要素含噪声词:images"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0885-Art-Industry-Austro-Hungarian-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0895-Bibliography-East-Central-Europe-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0896-Books-East-Central-Europe-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0900-Scandinavia-1917-1945-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0913-Chapter-27-Introduction-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0924-Alphabet-Index-fragment-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0947-Housewares-Textiles-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0952-Buckminster-Fuller-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P2:知识要素含噪声词:images"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0959-US-Books-fragment-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0961-Worlds-Fairs-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0965-US-Typography-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0966-Oil-Advertising-fragment-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0974-Political-Armband-Badge-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0977-Latin-America-Cuba-Mexico-Brazil-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0986-El-Mundo-Ilustrado-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0993-Exposicion-Visual-fragment-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0995-Suplemento-Visual-fragment-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1002-Brazil-Book-Publishing-Design-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1005-Latin-America-Bibliography-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1006-Latin-America-Books-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1010-Latin-America-Chapters-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1011-Rationalization-Renewed-Productivity-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1013-Private-Enterprise-Emergence-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1024-Argentina-Book-Design-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1033-Bauhaus-Gropius-Years-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1037-Latin-America-Books-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1039-Commonwealth-Countries-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1040-Canada-Furniture-Domestic-Goods-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1044-Alphabet-Fragment-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1071-New-Zealand-Bibliography-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1075-Six-Arrows-1930s-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1089-Palestine-British-Mandate-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1094-Hebrew-fragment-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1094-Hebrew-visual-fragment-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1096-Syria-Lebanon-Ottomans-French-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1099-Printing-Publishing-Advertising-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1104-Qajar-printing-publications-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P2:知识要素含噪声词:images"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1105-Reza-Shah-regime-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1109-Syria-Lebanon-bibliography-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1111-Middle-East-articles-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1112-Colonies-Africa-1900-1945-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1113-East-West-Africa-craft-manufacturing-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1113-East-West-Africa-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1121-African-newspapers-magazines-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1122-African-advertising-logotypes-packaging-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1123-Africa-tourism-graphics-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1123-African-tourism-graphics-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1125-Africa-bibliography-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1128-Italian-Africa-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1135-Gandhi-khadi-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1135-Gandhi-politics-khadi-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1136-Industrialization-British-policy-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1137-Industrialization-Indian-response-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1144-India-Hong-Kong-Burma-books-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1145-India-bibliography-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1146-Hong-Kong-bibliography-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1147-India-Hong-Kong-Burma-articles-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1148-China-Siam-chapter-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1150-China-art-education-1925-exposition-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1152-illustrated-press-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1156-Publishing-May-Fourth-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1158-Woodcut-movement-propaganda-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1161-China-Siam-bibliography-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1163-China-Siam-books-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1164-Siam-Southeast-Asia-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1165-Japan-colonies-chapter-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1165-Japan-colonies-territories-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1168-Rationalization-Movement-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1169-Lifestyle-Improvement-Western-Goods-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1169-Lifestyle-Western-Style-Goods-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1171-Japan-heavy-industry-transportation-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
