action,report,b_number,declared_sources,suggested_source,suggestion_score,suggestion_confidence,flags,rationale
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1069-Commonwealth-Books-report.md,B1069,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/20-Books.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1070-Australia-Bibliography-report.md,B1070,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/19-Bibliography.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1071-New-Zealand-Bibliography-report.md,B1071,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/297-New Zealand.md,0.400,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1072-Commonwealth-Chapters-in-Books-report.md,B1072,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/76-Chapters in books.md,0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1073-Commonwealth-Dissertations-Theses-report.md,B1073,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/306-Dissertations and theses.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1074-Turkey-report.md,B1074,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/308-Turkey.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1075-Six-Arrows-1930s-report.md,B1075,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/309-The Six Arrows of the 1930s.md,0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1076-Other-Design-Schools-report.md,B1076,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/31-Other Design Schools.md,0.750,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1077-Turkey-Graphic-Design-State-report.md,B1077,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/84-Graphic design.md,0.400,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1078-Turkey-Magazines-report.md,B1078,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/242-Magazines.md,0.250,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1079-MUHIT-report.md,B1079,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/312-MUHIT.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1080-Turkey-Popular-Media-Publicity-report.md,B1080,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/313-Popular media and publicity.md,0.429,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1081-Turkey-Newspapers-Magazines-Books-report.md,B1081,,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/314-Newspapers, magazines, books.md",0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1082-Turkey-Advertising-report.md,B1082,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/228-Advertising.md,0.250,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1083-Turkey-Film-Posters-report.md,B1083,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/222-Film posters.md,0.400,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1084-Turkey-Tourism-Promotion-report.md,B1084,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/317-Tourism promotion.md,0.400,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1085-Iraq-report.md,B1085,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/318-Iraq.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1086-Transjordan-report.md,B1086,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/319-Transjordan.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1087-Architecture-New-Interior-report.md,B1087,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/32-Architecture and the New Interior.md,0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1088-Bezalel-Origins-report.md,B1088,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/320-Origins of the Bezalel School of Arts andCrafts.md,0.250,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1089-Palestine-British-Mandate-report.md,B1089,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/321-Palestine under the British mandate.md,0.429,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1090-Bezalel-After-World-War-I-report.md,B1090,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/322-Bezalel after World War I.md,0.667,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1091-Palestine-Graphic-Design-report.md,B1091,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/84-Graphic design.md,0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1092-Zionist-graphics-report.md,B1092,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/324-Zionist graphics.md,0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1093-Tel-Aviv-commercial-graphics-report.md,B1093,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/325-Commercial graphic design in Tel Aviv.md,0.375,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1094-Hebrew-fragment-report.md,B1094,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/327-Hebrew typography.md,0.200,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1094-Hebrew-visual-fragment-report.md,B1094,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/327-Hebrew typography.md,0.167,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1095-Hebrew-typography-report.md,B1095,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/327-Hebrew typography.md,0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1096-Syria-Lebanon-Ottomans-French-report.md,B1096,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/329-Syria and Lebanon under the Ottomansand the French.md,0.300,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1097-Capitalist-Advertising-Mass-Media-report.md,B1097,,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/33-Capitalist Advertising, Mass Media,and Communist P.md",0.571,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1098-Proto-industrialization-infrastructure-report.md,B1098,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/330-Proto-industrialization and infrastructure.md,0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1099-Ottoman-printing-advertising-report.md,B1099,,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/331-Printing, publishing and advertisingThe Ottoman pe.md",0.250,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1099-Printing-Publishing-Advertising-report.md,B1099,,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/331-Printing, publishing and advertisingThe Ottoman pe.md",0.250,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1100-Mandate-period-report.md,B1100,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/332-The mandate period.md,0.400,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1101-Arabian-Peninsula-Yemen-report.md,B1101,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/333-The Arabian Peninsula and Yemen.md,0.429,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1102-Persia-Iran-report.md,B1102,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/334-Persia (Iran since 1935).md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1103-Iran-industrialization-policy-report.md,B1103,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/335-A new industrialization policy.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1104-Iran-printing-publications-advertising-report.md,B1104,,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/336-Printing, publications, and advertisingThe Qajar m.md",0.222,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1104-Qajar-printing-publications-report.md,B1104,,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/336-Printing, publications, and advertisingThe Qajar m.md",0.429,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1105-Reza-Shah-Pahlavi-report.md,B1105,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/337-The regime of Reza Shah Pahlavi.md,0.429,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1105-Reza-Shah-regime-report.md,B1105,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/337-The regime of Reza Shah Pahlavi.md,0.429,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1106-Iran-books-report.md,B1106,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/20-Books.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1107-Egypt-report.md,B1107,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/339-Egypt.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1108-Commercial-art-report.md,B1108,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/34-Commercial art.md,0.667,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1108-Egypt-commercial-art-report.md,B1108,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/34-Commercial art.md,0.500,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1109-Syria-Lebanon-bibliography-report.md,B1109,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/340-Syria and Lebanon.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1110-Chapters-in-books-report.md,B1110,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/76-Chapters in books.md,0.667,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1110-Middle-East-chapters-in-books-report.md,B1110,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/76-Chapters in books.md,0.400,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1111-Articles-report.md,B1111,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/43-Articles.md,0.500,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1111-Middle-East-articles-report.md,B1111,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/43-Articles.md,0.250,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1112-Africa-colonies-chapter-report.md,B1112,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/343-Chapter 33 Colonies Africa1900-1945.md,0.286,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1112-Colonies-Africa-1900-1945-report.md,B1112,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/343-Chapter 33 Colonies Africa1900-1945.md,0.250,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1113-East-West-Africa-craft-manufacturing-report.md,B1113,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/344-East and West Africa From CraftProduction to Manuf.md,0.273,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1113-East-West-Africa-report.md,B1113,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/344-East and West Africa From CraftProduction to Manuf.md,0.333,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1114-Schools-for-craftsmen-report.md,B1114,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/345-Schools for craftsmen.md,0.600,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1115-Manufacturing-efforts-report.md,B1115,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/346-Manufacturing efforts.md,0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1116-French-North-Africa-crafts-commerce-report.md,B1116,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/347-French North Africa Crafts andCommerce.md,0.500,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1116-French-North-Africa-report.md,B1116,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/347-French North Africa Crafts andCommerce.md,0.429,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1117-Italian-North-Africa-report.md,B1117,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/348-Italian North Africa Colonizers andColonized.md,0.429,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1118-Southern-Africa-report.md,B1118,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/349-Southern Africa.md,0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1119-Type-design-report.md,B1119,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/35-Type design.md,0.667,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1120-Africa-graphic-design-report.md,B1120,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/84-Graphic design.md,0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1121-Africa-newspapers-magazines-report.md,B1121,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/204-Magazines and newspapers.md,0.333,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1121-African-newspapers-magazines-report.md,B1121,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/204-Magazines and newspapers.md,0.333,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1122-Africa-advertising-packaging-report.md,B1122,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/17-Advertising and Packaging.md,0.400,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1122-African-advertising-logotypes-packaging-report.md,B1122,,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/352-Advertising, logotypes, and packaging.md",0.429,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1123-Africa-tourism-graphics-report.md,B1123,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/353-Tourism graphics.md,0.400,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1123-African-tourism-graphics-report.md,B1123,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/353-Tourism graphics.md,0.400,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1124-African-imagery-European-advertising-report.md,B1124,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/354-African imagery in European advertising.md,0.667,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1125-Africa-bibliography-report.md,B1125,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/19-Bibliography.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1126-Africa-books-report.md,B1126,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/20-Books.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1127-British-Africa-report.md,B1127,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/357-British Africa.md,0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1128-Italian-Africa-report.md,B1128,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/358-Italian Africa.md,0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1129-Africa-articles-report.md,B1129,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/43-Articles.md,0.333,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1130-New-Typography-report.md,B1130,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/36-The New Typography.md,0.500,high,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1131-India-Hong-Kong-Burma-chapter-report.md,B1131,,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/360-Chapter 34 Colonies India,Hong Kong, and Burma1900.md",0.400,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1131-India-Hong-Kong-Burma-report.md,B1131,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/370-Hong Kong.md,0.333,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1132-Swadeshi-movement-report.md,B1132,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/361-The swadeshi movement.md,0.400,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1133-Orientalists-craft-romanticism-report.md,B1133,,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/362-The Orientalists and craft romanticism.md,0.429,medium,P0:no source path declared,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
